"DOCKEY","DOCNO","DOCTYPE","DOCDATE","POSTDATE","TAXDATE","DESCRIPTION","DESCRIPTION2","PAYMENTMETHOD","AREA","AGENT","PROJECT","JOURNAL","CHEQUENUMBER","CURRENCYCODE","CURRENCYRATE","BANKCHARGE","BANKCHARGEACCOUNT","DOCAMT","LOCALDOCAMT","FROMDOCTYPE","BOUNCEDDATE","GLTRANSID","CANCELLED","DEPOSITKEY","UPDATECOUNT","PRINTCOUNT","ATTACHMENTS","NOTE"
64049,CS-1612-01033,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,1115.00,1115.00,PM,,41848,F,,,0,,
64052,CS-1612-01034,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,8.80,8.80,PM,,41850,F,,,0,,
64055,CS-1612-01035,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,41852,F,,,0,,
64058,CS-1612-01036,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,31.00,31.00,PM,,41854,F,,,0,,
64061,PV-02257,PV,2016-12-28,2016-12-28,2016-12-28,ANTA INDUSTRIAL PARTS SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-359185,----,1.00000000,0.00,,2357.44,2357.44,SP,,41856,F,,,1,,
64064,CS-1612-01037,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,7.00,7.00,PM,,41857,F,,,0,,
64067,CS-1612-01038,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,41859,F,,,0,,
64070,CS-1612-01039,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,5.70,5.70,PM,,41861,F,,,0,,
64073,OR-00611,OR,2016-12-28,2016-12-28,2016-12-28,GWM MARKETING SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,RHB-161201719082,----,1.00000000,0.00,,389.00,389.00,PM,,41863,F,,,1,,
64075,CS-1612-01040,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,25.70,25.70,PM,,41864,F,,,0,,
64078,CS-1612-01041,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,26.00,26.00,PM,,41866,F,,,0,,
64081,CS-1612-01042,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,41868,F,,,0,,
64084,CS-1612-01043,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,41870,F,,,0,,
64087,CS-1612-01044,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,8.50,8.50,PM,,41872,F,,,0,,
64090,CS-1612-01045,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,41874,F,,,0,,
64093,CS-1612-01046,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,41876,F,,,0,,
64096,CS-1612-01047,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,23.00,23.00,PM,,41878,F,,,0,,
64099,PV-02258,PV,2016-12-28,2016-12-28,2016-12-28,CONCRETE CUT MARKETING SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-359186,----,1.00000000,0.00,,3498.00,3498.00,SP,,41880,F,,,1,,
64101,CS-1612-01048,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,41881,F,,,0,,
64104,CS-1612-01049,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4563-7730-0191-8708",----,1.00000000,0.00,,380.00,380.00,PM,,41883,F,,,0,,
64107,CS-1612-01050,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,300.00,300.00,PM,,41886,F,,,0,,
64110,CS-1612-01051,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,41888,F,,,0,,
64113,CS-1612-01052,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"310-000",----,HON,----,BANK,"5509-8900-1739-1920",----,1.00000000,0.00,,221.50,221.50,PM,,41890,F,,,0,,
64116,CS-1612-01053,OR,2016-12-28,2016-12-28,2016-12-28,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,108.00,108.00,PM,,41892,F,,,0,,
64119,CS-1612-01054,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,41894,F,,,0,,
64122,CS-1612-01055,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.50,2.50,PM,,41896,F,,,0,,
64125,CS-1612-01056,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,24.00,24.00,PM,,41898,F,,,0,,
64128,CS-1612-01057,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,16.00,16.00,PM,,41900,F,,,0,,
64131,CS-1612-01058,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,41902,F,,,0,,
64134,CS-1612-01059,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,41904,F,,,0,,
64137,CS-1612-01060,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,41906,F,,,0,,
64140,CS-1612-01061,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,180.00,180.00,PM,,41908,F,,,0,,
64143,CS-1612-01062,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,128.00,128.00,PM,,41910,F,,,0,,
64146,CS-1612-01063,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,41913,F,,,0,,
64150,CS-1612-01064,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,45.00,45.00,PM,,41915,F,,,0,,
64153,CS-1612-01065,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,28.00,28.00,PM,,41917,F,,,0,,
64156,CS-1612-01066,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,31.00,31.00,PM,,41919,F,,,0,,
64159,PV-02259,PV,2016-12-29,2016-12-29,2016-12-29,GLOBEWAY HARDWARE & TRADING SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-359187,----,1.00000000,0.00,,604.20,604.20,SP,,41921,F,,,1,,
64161,CS-1612-01067,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,41922,F,,,0,,
64164,CS-1612-01068,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,41924,F,,,0,,
64167,CS-1612-01069,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,155.00,155.00,PM,,41926,F,,,0,,
64170,CS-1612-01070,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,41928,F,,,0,,
64173,CS-1612-01071,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,35.00,35.00,PM,,41930,F,,,0,,
64176,CS-1612-01072,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,41932,F,,,0,,
64179,CS-1612-01073,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,35.00,35.00,PM,,41934,F,,,0,,
64182,CS-1612-01074,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,41936,F,,,0,,
64185,CS-1612-01075,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,35.00,35.00,PM,,41939,F,,,0,,
64188,PV-02260,PV,2016-12-29,2016-12-29,2016-12-29,CHIN LAI HARDWARE SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-359188,----,1.00000000,0.00,,5964.73,5964.73,SP,,41941,F,,,1,,
64191,CS-1612-01076,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,39.60,39.60,PM,,41942,F,,,0,,
64194,CS-1612-01077,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,18.00,18.00,PM,,41944,F,,,0,,
64197,CS-1612-01078,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,5.00,5.00,PM,,41946,F,,,0,,
64200,PV-02261,PV,2016-12-29,2016-12-29,2016-12-29,IKLIM HARDWARE & MACHINERY SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-359189,----,1.00000000,0.00,,575.05,575.05,SP,,41948,F,,,1,,
64202,CS-1612-01079,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,41949,F,,,0,,
64205,CS-1612-01080,OR,2016-12-29,2016-12-29,2016-12-29,SIFU MASTER SOUL HUNTER SDN.BHD,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,1250.00,1250.00,PM,,41951,F,,,0,,
64208,CS-1612-01081,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,100.00,100.00,PM,,41953,F,,,0,,
64211,CS-1612-01082,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,47.00,47.00,PM,,41955,F,,,0,,
64214,CS-1612-01083,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,41957,F,,,0,,
64217,CS-1612-01084,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,41959,F,,,0,,
64220,CS-1612-01085,OR,2016-12-29,2016-12-29,2016-12-29,DAMIA EVERGEEN SOLUTION,Payment For Account,"320-000",SLG,HON,----,CASH,"",----,1.00000000,0.00,,1340.00,1340.00,PM,,41961,F,,,0,,
64223,CS-1612-01086,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,94.00,94.00,PM,,41963,F,,,0,,
64226,CS-1612-01087,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,77.00,77.00,PM,,41965,F,,,0,,
64229,CS-1612-01088,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,41967,F,,,0,,
64232,PV-02262,PV,2016-12-29,2016-12-29,2016-12-29,SU KIAT ELECTRICAL SUPPLIER SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-428104,----,1.00000000,0.00,,2175.02,2175.02,SP,,41969,F,,,2,,
64234,CS-1612-01089,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,135.00,135.00,PM,,41970,F,,,0,,
64237,CS-1612-01090,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,41972,F,,,0,,
64240,CS-1612-01091,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,20.00,20.00,PM,,41974,F,,,0,,
64243,CS-1612-01092,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,43.00,43.00,PM,,41976,F,,,0,,
64246,CS-1612-01093,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,28.00,28.00,PM,,41978,F,,,0,,
64249,CS-1612-01094,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,41980,F,,,0,,
64252,CS-1612-01095,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,25.00,25.00,PM,,41982,F,,,0,,
64255,CS-1612-01096,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,41984,F,,,0,,
64258,CS-1612-01097,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,41986,F,,,0,,
64261,CS-1612-01098,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,14.00,14.00,PM,,41988,F,,,0,,
64264,CS-1612-01099,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,1.00,1.00,PM,,41990,F,,,0,,
64267,CS-1612-01100,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,44.20,44.20,PM,,41992,F,,,0,,
64270,CS-1612-01101,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,40.00,40.00,PM,,41994,F,,,0,,
64273,CS-1612-01102,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,198.00,198.00,PM,,41996,F,,,0,,
64276,CS-1612-01103,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,8.80,8.80,PM,,41998,F,,,0,,
64279,CS-1612-01104,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,3.00,3.00,PM,,42000,F,,,0,,
64282,CS-1612-01105,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,20.00,20.00,PM,,42002,F,,,0,,
64285,CS-1612-01106,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,42004,F,,,0,,
64288,CS-1612-01107,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,42006,F,,,0,,
64291,CS-1612-01108,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,39.00,39.00,PM,,42008,F,,,0,,
64294,CS-1612-01109,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,42010,F,,,0,,
64297,CS-1612-01110,OR,2016-12-29,2016-12-29,2016-12-29,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,356.00,356.00,PM,,42012,F,,,0,,
64300,CS-1612-01111,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,42015,F,,,0,,
64303,CS-1612-01112,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,65.00,65.00,PM,,42017,F,,,0,,
64306,CS-1612-01113,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,90.00,90.00,PM,,42019,F,,,0,,
64309,CS-1612-01114,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,7.00,7.00,PM,,42021,F,,,0,,
64312,CS-1612-01115,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,44.00,44.00,PM,,42023,F,,,0,,
64315,CS-1612-01116,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,108.00,108.00,PM,,42026,F,,,0,,
64318,CS-1612-01117,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,9.00,9.00,PM,,42028,F,,,0,,
64321,CS-1612-01118,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,168.00,168.00,PM,,42030,F,,,0,,
64324,CS-1612-01119,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,42032,F,,,0,,
64327,CS-1612-01120,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,42034,F,,,0,,
64331,CS-1612-01121,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"310-000",----,HON,----,BANK,"4283 3220 0893 8969",----,1.00000000,0.00,,33.00,33.00,PM,,42036,F,,,0,,
64334,CS-1612-01122,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,270.00,270.00,PM,,42038,F,,,0,,
64337,CS-1612-01123,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,50.00,50.00,PM,,42040,F,,,0,,
64340,CS-1612-01124,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,41.00,41.00,PM,,42042,F,,,0,,
64343,CS-1612-01125,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,42044,F,,,0,,
64346,CS-1612-01126,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,42046,F,,,0,,
64349,CS-1612-01127,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,6.40,6.40,PM,,42048,F,,,0,,
64352,CS-1612-01128,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,4.00,4.00,PM,,42050,F,,,0,,
64355,CS-1612-01129,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,42052,F,,,0,,
64358,PV-02263,PV,2016-12-30,2016-12-30,2016-12-30,TWINWORK ELECTRICAL & HARDWARE TRADING,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-359191,----,1.00000000,0.00,,729.28,729.28,SP,,42055,F,,,1,,
64360,CS-1612-01130,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,3.00,3.00,PM,,42056,F,,,0,,
64363,CS-1612-01131,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,42058,F,,,0,,
64366,CS-1612-01132,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,42060,F,,,0,,
64369,CS-1612-01133,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,39.00,39.00,PM,,42063,F,,,0,,
64372,CS-1612-01134,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,15.00,15.00,PM,,42065,F,,,0,,
64375,CS-1612-01135,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,42067,F,,,0,,
64378,CS-1612-01136,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,22.00,22.00,PM,,42069,F,,,0,,
64381,CS-1612-01137,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,12.00,12.00,PM,,42071,F,,,0,,
64384,CS-1612-01138,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,HON,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,42073,F,,,0,,
64387,CS-1612-01139,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,10.00,10.00,PM,,42075,F,,,0,,
64390,CS-1612-01140,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,27.30,27.30,PM,,42079,F,,,0,,
64393,CS-1612-01141,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,125.00,125.00,PM,,42081,F,,,0,,
64396,CS-1612-01142,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,37.00,37.00,PM,,42083,F,,,0,,
64399,CS-1612-01143,OR,2016-12-30,2016-12-30,2016-12-30,SIFU MASTER SOUL HUNTER SDN.BHD,Payment For Account,"320-000",KL,HON,----,CASH,"",----,1.00000000,0.00,,70.00,70.00,PM,,42085,F,,,0,,
64402,CS-1612-01144,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,18.00,18.00,PM,,42087,F,,,0,,
64405,PV-02264,PV,2016-12-30,2016-12-30,2016-12-30,COLSON MACHINERY SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-359192,----,1.00000000,0.00,,5513.86,5513.86,SP,,42089,F,,,1,,
64407,CS-1612-01145,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,30.00,30.00,PM,,42090,F,,,0,,
64410,CS-1612-01146,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,45.00,45.00,PM,,42092,F,,,0,,
64413,CS-1612-01147,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,28.00,28.00,PM,,42094,F,,,0,,
64416,PV-02265,PV,2016-12-30,2016-12-30,2016-12-30,IKHUA ENGINEERING SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-359193,----,1.00000000,0.00,,1431.00,1431.00,SP,,42096,F,,,1,,
64418,CS-1612-01148,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"5523-3400-0006-8590",----,1.00000000,0.00,,428.00,428.00,PM,,42097,F,,,0,,
64421,PV-02266,PV,2016-12-30,2016-12-30,2016-12-30,JHC TECHNOLOGY SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-359194,----,1.00000000,0.00,,1127.84,1127.84,SP,,42099,F,,,1,,
64423,CS-1612-01149,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,2.00,2.00,PM,,42100,F,,,0,,
64426,CS-1612-01150,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,8.00,8.00,PM,,42102,F,,,0,,
64429,CS-1612-01151,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,75.60,75.60,PM,,42104,F,,,0,,
64432,CS-1612-01152,OR,2016-12-30,2016-12-30,2016-12-30,CASH,Payment For Account,"320-000",----,NAI,----,CASH,"",----,1.00000000,0.00,,6.00,6.00,PM,,42107,F,,,0,,
