"DOCKEY","DOCNO","DOCTYPE","DOCDATE","POSTDATE","TAXDATE","DESCRIPTION","DESCRIPTION2","PAYMENTMETHOD","AREA","AGENT","PROJECT","JOURNAL","CHEQUENUMBER","CURRENCYCODE","CURRENCYRATE","BANKCHARGE","BANKCHARGEACCOUNT","DOCAMT","LOCALDOCAMT","FROMDOCTYPE","BOUNCEDDATE","GLTRANSID","CANCELLED","DEPOSITKEY","UPDATECOUNT","PRINTCOUNT","ATTACHMENTS","NOTE"
67711,PV 2108/007,PV,2021-08-03,2021-08-03,2021-08-03,YC ENGINEERING ENTERPRISE,Payment For Invoice - APR 2021,"301-003",MLK,CADEN HENG,----,BANK,RHB 210803059239,----,1.00000000,0.00,,5390.00,5390.00,SP,,33201,F,,,0,,
67713,PV 2108/008,PV,2021-08-03,2021-08-03,2021-08-03,BOK OPT SDN BHD,,"301-003",----,----,----,BANK,RHB 210803059848,----,1.00000000,0.00,,1425.00,1425.00,,,33202,F,,,0,,
67715,PV 2108/009,PV,2021-08-03,2021-08-03,2021-08-03,BOK OPT SDN BHD,,"301-003",----,----,----,BANK,RHB 210803059685,----,1.00000000,0.00,,1406.00,1406.00,,,33203,F,,,0,,
67717,PV 2108/010,PV,2021-08-05,2021-08-05,2021-08-05,CHONG XIN YI,,"301-003",----,----,----,BANK,RHB 210805157950,----,1.00000000,0.00,,155.06,155.06,,,33204,F,,3,0,,
67719,PV 2108/011,PV,2021-08-05,2021-08-05,2021-08-05,CHANG HUEY XIAN,,"301-003",----,----,----,BANK,RHB 210805158031,----,1.00000000,0.00,,175.40,175.40,,,33205,F,,1,0,,
67721,PV 2108/012,PV,2021-08-05,2021-08-05,2021-08-05,NOOR FATIN BINTI RAZALI,,"301-003",----,----,----,BANK,RHB 210805158107,----,1.00000000,0.00,,170.00,170.00,,,33206,F,,1,0,,
67723,PV 2108/013,PV,2021-08-05,2021-08-05,2021-08-05,HENG REN XUN,,"301-003",----,----,----,BANK,RHB 210805158159,----,1.00000000,0.00,,185.00,185.00,,,33207,F,,1,0,,
67725,PV 2108/014,PV,2021-08-05,2021-08-05,2021-08-05,MUHAMAD ZAKI BIN CHE MOHAMED,,"301-003",----,----,----,BANK,RHB 210805158233,----,1.00000000,0.00,,740.00,740.00,,,33208,F,,1,0,,
67727,PV 2108/015,PV,2021-08-05,2021-08-05,2021-08-05,NG SHUH HONG,,"301-003",----,----,----,BANK,RHB 210805158339,----,1.00000000,0.00,,132.00,132.00,,,33209,F,,1,0,,
67729,PV 2108/016,PV,2021-08-05,2021-08-05,2021-08-05,YEO CHIN KUOH,,"301-003",----,----,----,BANK,RHB 210805158500,----,1.00000000,0.00,,246.00,246.00,,,33210,F,,1,0,,
67731,PV 2108/017,PV,2021-08-05,2021-08-05,2021-08-05,FAZREEN SHAZLYN BT MOHD ADZHAR,,"301-003",----,----,----,BANK,RHB 210805158599,----,1.00000000,0.00,,2256.75,2256.75,,,33211,F,,1,0,,
67733,PV 2108/018,PV,2021-08-05,2021-08-05,2021-08-05,TAN EAN NEE,,"301-003",----,----,----,BANK,RHB 210805158624,----,1.00000000,0.00,,897.55,897.55,,,33212,F,,1,0,,
67735,PV 2108/019,PV,2021-08-05,2021-08-05,2021-08-05,THOR SEOK LING,,"301-003",----,----,----,BANK,RHB 210805158689,----,1.00000000,0.00,,291.50,291.50,,,33213,F,,1,0,,
67737,PV 2108/020,PV,2021-08-05,2021-08-05,2021-08-05,MOHAMED RIZAL BIN TAJUDIN,,"301-003",----,----,----,BANK,RHB 210805158821,----,1.00000000,0.00,,1004.65,1004.65,,,33214,F,,1,0,,
67739,PV 2108/021,PV,2021-08-05,2021-08-05,2021-08-05,FATIN AFRINA BINTI MUHAMMAD FITRI THOW,,"301-003",----,----,----,BANK,RHB 210805159961,----,1.00000000,0.00,,32.00,32.00,,,33215,F,,1,0,,
67741,PV 2108/022,PV,2021-08-05,2021-08-05,2021-08-05,FAZREEN SHAZLYN BT MOHD ADZHAR,,"301-003",----,----,----,BANK,RHB 210805160139,----,1.00000000,0.00,,100.00,100.00,,,33216,F,,,0,,
67743,PV 2108/023,PV,2021-08-05,2021-08-05,2021-08-05,HAMIRULL HAKIMI BIN ANN ROSLY,,"301-003",----,----,----,BANK,RHB 210805159552,----,1.00000000,0.00,,35.00,35.00,,,33217,F,,,0,,
67745,PV 2108/024,PV,2021-08-05,2021-08-05,2021-08-05,HENG REN XUN,,"301-003",----,----,----,BANK,RHB 210805160234,----,1.00000000,0.00,,360.00,360.00,,,33218,F,,,0,,
67748,PV 2108/025,PV,2021-08-05,2021-08-05,2021-08-05,LIM WEN YING,,"301-003",----,----,----,BANK,RHB 210805158959,----,1.00000000,0.00,,40.00,40.00,,,33219,F,,,0,,
67750,PV 2108/026,PV,2021-08-05,2021-08-05,2021-08-05,MOHAMMAD AQIL BIN AZAHAR,,"301-003",----,----,----,BANK,RHB 210805159683,----,1.00000000,0.00,,50.00,50.00,,,33220,F,,,0,,
67752,PV 2108/027,PV,2021-08-05,2021-08-05,2021-08-05,MOHD AIDIL FAZUWA BIN GHAZALI,,"301-003",----,----,----,BANK,RHB 210805160089,----,1.00000000,0.00,,50.00,50.00,,,33221,F,,,0,,
67754,PV 2108/028,PV,2021-08-05,2021-08-05,2021-08-05,MUHAMMAD ZHAFRI BIN MURI,,"301-003",----,----,----,BANK,RHB 210805159993,----,1.00000000,0.00,,50.00,50.00,,,33222,F,,1,0,,
67756,PV 2108/029,PV,2021-08-05,2021-08-05,2021-08-05,NG SHUH HONG,,"301-003",----,----,----,BANK,RHB 210805159487,----,1.00000000,0.00,,75.00,75.00,,,33223,F,,,0,,
67759,PV 2108/030,PV,2021-08-05,2021-08-05,2021-08-05,NORHIDAYAH BINTI YAHAYA,,"301-003",----,----,----,BANK,RHB 210805159758,----,1.00000000,0.00,,100.00,100.00,,,33224,F,,,0,,
67761,PV 2108/031,PV,2021-08-05,2021-08-05,2021-08-05,NORHIDAYAH BINTI YAHAYA,,"301-003",----,----,----,BANK,RHB 210805160180,----,1.00000000,0.00,,100.00,100.00,,,33225,F,,,0,,
67763,PV 2108/032,PV,2021-08-05,2021-08-05,2021-08-05,NUR FATIN ASYURA BINTI MOHD HAMIDI,,"301-003",----,----,----,BANK,RHB 210805159873,----,1.00000000,0.00,,35.00,35.00,,,33226,F,,,0,,
67765,PV 2108/033,PV,2021-08-05,2021-08-05,2021-08-05,ROSELIN PETERS,,"301-003",----,----,----,BANK,RHB 210805159602,----,1.00000000,0.00,,220.00,220.00,,,33227,F,,1,0,,
67767,PV 2108/034,PV,2021-08-05,2021-08-05,2021-08-05,SITI NAZIRAH BINTI AB JALIL,,"301-003",----,----,----,BANK,RHB 210805159720,----,1.00000000,0.00,,220.00,220.00,,,33228,F,,1,0,,
67769,PV 2108/035,PV,2021-08-05,2021-08-05,2021-08-05,SITI NOR AIN BINTI SULAIMAN,,"301-003",----,----,----,BANK,RHB 210805160042,----,1.00000000,0.00,,50.00,50.00,,,33229,F,,,0,,
67771,PV 2108/036,PV,2021-08-05,2021-08-05,2021-08-05,TOO YONG THIN,,"301-003",----,----,----,BANK,RHB 210805158888,----,1.00000000,0.00,,500.00,500.00,,,33230,F,,,0,,
67773,PV 2108/037,PV,2021-08-06,2021-08-06,2021-08-06,E MULTI PRINTING SERVICES,Payment For Invoice - IV-20342,"301-003",MLK,CADEN HENG,----,BANK,RHB 210806206480,----,1.00000000,0.00,,200.00,200.00,SP,,33231,F,,,0,,
67775,PV 2108/038,PV,2021-08-06,2021-08-06,2021-08-06,"HOCK CHEONG TRANSPORT CO.,(1974) SDN.BHD.",Payment For Invoice - IFCSMKZ16746,"301-003",----,JASMIN,----,BANK,RHB 210806206808,----,1.00000000,0.00,,210.00,210.00,SP,,33232,F,,,0,,
67777,PV 2108/039,PV,2021-08-06,2021-08-06,2021-08-06,HONG KONG BILLION XINDA TDG CO LTD,Payment For Invoice - B2078,"301-014",HK,CADEN HENG,----,BANK,HLB OTMLJBNY2100368,US$,4.27800000,0.00,,4884.28,20894.95,SP,,33233,F,,,0,,
67779,PV 2108/040,PV,2021-08-06,2021-08-06,2021-08-06,LKL SUNRISE ELECTRONIC (M) SDN.BHD,Payment For Invoice - CS75231,"301-003",KL,----,----,BANK,RHB 210806206301,----,1.00000000,0.00,,80.00,80.00,SP,,33234,F,,,0,,
67781,PV 2108/041,PV,2021-08-06,2021-08-06,2021-08-06,SEMTEK INDUSTRIES,Payment For Invoice - 2021-07003,"301-003",PG,CADEN HENG,----,BANK,RHB 210806208806,----,1.00000000,0.00,,9820.00,9820.00,SP,,33235,F,,,0,,
67783,PV 2108/042,PV,2021-08-09,2021-08-09,2021-08-09,KUOK KING KONG,,"301-003",----,----,----,BANK,RHB 210809289853,----,1.00000000,0.00,,2157.00,2157.00,,,33236,F,,,0,,
67785,PV 2108/043,PV,2021-08-11,2021-08-11,2021-08-11,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice - I-070821274695,"301-003",----,----,----,BANK,RHB 210811370055,----,1.00000000,0.00,,645.70,645.70,SP,,33237,F,,,0,,
67787,PV 2108/044,PV,2021-08-11,2021-08-11,2021-08-11,MS CHEM (SEA) SDN BHD,Payment For Invoice - I-26874,"301-003",----,JASMIN,----,BANK,RHB 210811370402,----,1.00000000,0.00,,202.00,202.00,SP,,33238,F,,,0,,
67789,PV 2108/045,PV,2021-08-11,2021-08-11,2021-08-11,SYNTAX VALLEY PARKING (M) SDN BHD,,"301-003",----,----,----,BANK,RHB 000368,----,1.00000000,0.00,,1344.00,1344.00,,,33239,F,,,0,,
67822,PV 2108/046,PV,2021-08-12,2021-08-12,2021-08-12,ELEMENT14 SDN BHD,Payment For Invoice - MAY 2021,"301-003",----,CADEN HENG,----,BANK,RHB 210812403947,----,1.00000000,0.00,,6332.35,6332.35,SP,,33259,F,,1,0,,
67824,PV 2108/047,PV,2021-08-12,2021-08-12,2021-08-12,LKL SUNRISE ELECTRONIC (M) SDN.BHD,Payment For Invoice - CS75304,"301-003",KL,----,----,BANK,RHB 210812428961,----,1.00000000,0.00,,109.00,109.00,SP,,33260,F,,,0,,
67826,PV 2108/048,PV,2021-08-13,2021-08-13,2021-08-13,TOO YONG THIN,,"301-003",----,----,----,BANK,RHB 210813490696,----,1.00000000,0.00,,500.00,500.00,,,33261,F,,,0,,
67828,PV 2108/055,PV,2021-08-16,2021-08-16,2021-08-16,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice - I-130821277515,"301-003",----,----,----,BANK,RHB 210816573211,----,1.00000000,0.00,,682.60,682.60,SP,,33262,F,,1,0,,
67830,PV 2108/056,PV,2021-08-17,2021-08-17,2021-08-17,CELCOM MOBILE SDN BHD,Payment For Invoice - 3054536602,"301-003",----,----,----,BANK,RHB 210817604374,----,1.00000000,0.00,,79.20,79.20,SP,,33263,F,,1,0,,
67832,PV 2108/057,PV,2021-08-17,2021-08-17,2021-08-17,MAXIS BROADBAND SDN BHD,Payment For Invoice - 678618288,"301-003",KL,----,----,BANK,RHB 210817606138,----,1.00000000,0.00,,147.35,147.35,SP,,33264,F,,1,0,,
67834,PV 2108/058,PV,2021-08-17,2021-08-17,2021-08-17,SYARIKAT AIR MELAKA BERHAD,,"301-003",----,----,----,BANK,RHB 210817603444,----,1.00000000,0.00,,25.00,25.00,,,33265,F,,1,0,,
67836,PV 2108/059,PV,2021-08-17,2021-08-17,2021-08-17,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B072021-3,"301-003",MLK,----,----,BANK,RHB 210817603618,----,1.00000000,0.00,,32.00,32.00,SP,,33266,F,,1,0,,
67838,PV 2108/060,PV,2021-08-17,2021-08-17,2021-08-17,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B072021,"301-003",MLK,----,----,BANK,RHB 210817603710,----,1.00000000,0.00,,52.00,52.00,SP,,33267,F,,1,0,,
67840,PV 2108/061,PV,2021-08-17,2021-08-17,2021-08-17,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B072021-1,"301-003",MLK,----,----,BANK,RHB 210817603808,----,1.00000000,0.00,,68.00,68.00,SP,,33268,F,,2,0,,
67842,PV 2108/062,PV,2021-08-17,2021-08-17,2021-08-17,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B072021-4,"301-003",MLK,----,----,BANK,RHB 210817603910,----,1.00000000,0.00,,25.00,25.00,SP,,33269,F,,2,0,,
67844,PV 2108/063,PV,2021-08-17,2021-08-17,2021-08-17,SYARIKAT AIR DARUL AMAN SDN BHD,Payment For Invoice - 0153499619,"301-003",----,----,----,BANK,RHB 210817604113,----,1.00000000,0.00,,19.60,19.60,SP,,33270,F,,2,0,,
67846,PV 2108/064,PV,2021-08-17,2021-08-17,2021-08-17,TELEKOM MALAYSIA BERHAD,,"301-003",----,----,----,BANK,RHB 210817604514,----,1.00000000,0.00,,159.65,159.65,,,33271,F,,2,0,,
67848,PV 2108/065,PV,2021-08-17,2021-08-17,2021-08-17,TELEKOM MALAYSIA BERHAD,Payment For Invoice - 004209982976,"301-003",----,----,----,BANK,RHB 210817604602,----,1.00000000,0.00,,507.30,507.30,SP,,33272,F,,2,0,,
67850,PV 2108/066,PV,2021-08-17,2021-08-17,2021-08-17,TELEKOM MALAYSIA BERHAD,Payment For Invoice - 009716001178,"301-003",----,----,----,BANK,RHB 210817604719,----,1.00000000,0.00,,115.55,115.55,SP,,33273,F,,2,0,,
67852,PV 2108/067,PV,2021-08-17,2021-08-17,2021-08-17,TELEKOM MALAYSIA BERHAD,Payment For Invoice - 004209165259,"301-003",----,----,----,BANK,RHB 210817604830,----,1.00000000,0.00,,316.95,316.95,SP,,33274,F,,2,0,,
67854,PV 2108/068,PV,2021-08-17,2021-08-17,2021-08-17,TELEKOM MALAYSIA BERHAD,Payment For Invoice - 004190272791,"301-003",----,----,----,BANK,RHB 210817604928,----,1.00000000,0.00,,380.55,380.55,SP,,33275,F,,2,0,,
67856,PV 2108/069,PV,2021-08-17,2021-08-17,2021-08-17,TENAGA NASIONAL BERHAD,,"301-003",----,----,----,BANK,RHB 210817602560,----,1.00000000,0.00,,570.10,570.10,,,33276,F,,2,0,,
67858,PV 2108/070,PV,2021-08-17,2021-08-17,2021-08-17,TENAGA NASIONAL BERHAD,Payment For Invoice - 6284642488,"301-003",----,----,----,BANK,RHB 210817602684,----,1.00000000,0.00,,621.20,621.20,SP,,33277,F,,2,0,,
67860,PV 2108/071,PV,2021-08-17,2021-08-17,2021-08-17,TENAGA NASIONAL BERHAD,Payment For Invoice - 710602043,"301-003",----,----,----,BANK,RHB 210817602847,----,1.00000000,0.00,,1174.15,1174.15,SP,,33278,F,,2,0,,
67862,PV 2108/072,PV,2021-08-17,2021-08-17,2021-08-17,TENAGA NASIONAL BERHAD,Payment For Invoice - 685645631,"301-003",----,----,----,BANK,RHB 210817602948,----,1.00000000,0.00,,611.35,611.35,SP,,33279,F,,2,0,,
67864,PV 2108/073,PV,2021-08-17,2021-08-17,2021-08-17,TENAGA NASIONAL BERHAD,Payment For Invoice - 1134185562,"301-003",----,----,----,BANK,RHB 210817603072,----,1.00000000,0.00,,518.90,518.90,SP,,33280,F,,2,0,,
67866,PV 2108/074,PV,2021-08-17,2021-08-17,2021-08-17,TENAGA NASIONAL BERHAD,Payment For Invoice - 6292034889,"301-003",----,----,----,BANK,RHB 210817603299,----,1.00000000,0.00,,313.70,313.70,SP,,33281,F,,2,0,,
67868,PV 2108/075,PV,2021-08-17,2021-08-17,2021-08-17,NUR DISTRIBUTION SDN BHD,Payment For Invoice - 38170-5630,"301-003",----,----,----,BANK,RHB 210817603181,----,1.00000000,0.00,,558.55,558.55,SP,,33282,F,,2,0,,
67870,PV 2108/076,PV,2021-08-17,2021-08-17,2021-08-17,RICOH (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 210817605779,----,1.00000000,0.00,,296.35,296.35,,,33283,F,,2,0,,
67873,PV 2108/077,PV,2021-08-17,2021-08-17,2021-08-17,RICOH (MALAYSIA) SDN BHD,Payment For Invoice - JUL 2021,"301-003",----,----,----,BANK,RHB 210817605957,----,1.00000000,0.00,,634.34,634.34,SP,,33284,F,,2,0,,
67875,PV 2108/078,PV,2021-08-17,2021-08-17,2021-08-17,COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 210817605010,----,1.00000000,0.00,,118.00,118.00,,,33285,F,,2,0,,
67877,PV 2108/079,PV,2021-08-17,2021-08-17,2021-08-17,COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 210817605198,----,1.00000000,0.00,,132.00,132.00,,,33286,F,,2,0,,
67879,PV 2108/080,PV,2021-08-17,2021-08-17,2021-08-17,COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 210817605125,----,1.00000000,0.00,,118.00,118.00,,,33287,F,,2,0,,
67881,PV 2108/081,PV,2021-08-17,2021-08-17,2021-08-17,COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 210817605508,----,1.00000000,0.00,,118.00,118.00,,,33288,F,,2,0,,
67883,PV 2108/082,PV,2021-08-17,2021-08-17,2021-08-17,COWAY (MALAYSIA) SDN BHD,,"301-003",----,----,----,BANK,RHB 210817605630,----,1.00000000,0.00,,118.00,118.00,,,33289,F,,2,0,,
67885,PV 2108/083,PV,2021-08-17,2021-08-17,2021-08-17,KATIJAN BIN MUSDI,,"301-003",----,----,----,BANK,RHB 210817606246,----,1.00000000,0.00,,700.00,700.00,,,33290,F,,3,0,,
67887,PV 2108/084,PV,2021-08-17,2021-08-17,2021-08-17,TORICO SDN BHD,,"301-003",----,----,----,BANK,RHB 210817606393,----,1.00000000,0.00,,2000.00,2000.00,,,33291,F,,3,0,,
67889,PV 2108/085,PV,2021-08-17,2021-08-17,2021-08-17,MOHAMED SYAZNI MOHAMED ROSMAN,,"301-003",----,----,----,BANK,RHB 210817606598,----,1.00000000,0.00,,1100.00,1100.00,,,33292,F,,3,0,,
67891,PV 2108/086,PV,2021-08-17,2021-08-17,2021-08-17,EE HONG CHUAN,,"301-003",----,----,----,BANK,RHB 210817606886,----,1.00000000,0.00,,530.00,530.00,,,33293,F,,3,0,,
67893,PV 2108/087,PV,2021-08-17,2021-08-17,2021-08-17,LAM KUOK KINN,,"301-003",----,----,----,BANK,RHB 210817606782,----,1.00000000,0.00,,1500.00,1500.00,,,33294,F,,3,0,,
67895,PV 2108/088,PV,2021-08-17,2021-08-17,2021-08-17,LITAR SETIA SDN BHD,,"301-003",----,----,----,BANK,RHB 210817607093,----,1.00000000,0.00,,2300.00,2300.00,,,33295,F,,3,0,,
67897,PV 2108/089,PV,2021-08-17,2021-08-17,2021-08-17,NORAIN BINTI HUSSIN,,"301-003",----,----,----,BANK,RHB 210817607279,----,1.00000000,0.00,,438.70,438.70,,,33296,F,,3,0,,
67901,PV 2108/090,PV,2021-08-17,2021-08-17,2021-08-17,NORAIN BINTI HUSSIN,,"301-003",----,----,----,BANK,RHB 210817607519,----,1.00000000,0.00,,500.00,500.00,,,33297,F,,5,0,,
67903,PV 2108/091,PV,2021-08-18,2021-08-18,2021-08-18,BOK OPT SDN BHD,,"301-003",----,----,----,BANK,RHB 210818641189,----,1.00000000,0.00,,3000.00,3000.00,,,33298,F,,4,0,,
67905,PV 2108/092,PV,2021-08-19,2021-08-19,2021-08-19,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice - I-180821280871,"301-003",----,----,----,BANK,RHB 210819658364,----,1.00000000,0.00,,2281.00,2281.00,SP,,33299,F,,2,0,,
67907,PV 2108/093,PV,2021-08-19,2021-08-19,2021-08-19,MULTITECH RESOURCES,Payment For Invoice - 00001499,"301-003",MLK,CADEN HENG,----,BANK,RHB 210819677993,----,1.00000000,0.00,,288.00,288.00,SP,,33300,F,,2,0,,
67909,PV 2108/094,PV,2021-08-19,2021-08-19,2021-08-19,XORA ENTERPRISE SDN BHD,Payment For Invoice - IV-20922,"301-003",KL,CADEN HENG,----,BANK,RHB 210819678154,----,1.00000000,0.00,,209.00,209.00,SP,,33301,F,,3,0,,
67911,PV 2108/095,PV,2021-08-19,2021-08-19,2021-08-19,MAYBANK,,"301-011",----,----,----,BANK,MYIT210819009137,----,1.00000000,0.00,,3000.00,3000.00,,,33302,F,,4,0,,
67953,OR 210916,OR,2021-09-15,2021-09-15,2021-09-15,JABIL CIRCUIT SDN.BHD,"Payment For Invoice - IN2107-017, IN2107-031","301-003",PG,KK KUOK,----,BANK,IBG ONLINE,----,1.00000000,0.00,,22100.00,22100.00,PM,,33304,F,,,0,,
67956,OR 210917,OR,2021-09-15,2021-09-15,2021-09-15,HARMONY TECHNOLOGY SDN BHD,Payment For Invoice - IN2009-021(F),"301-003",----,----,----,BANK,ABB IG210915277343,----,1.00000000,0.00,,5498.00,5498.00,PM,,33353,F,,,0,,
67958,OR 210918,OR,2021-09-15,2021-09-15,2021-09-15,CASH SALES,Payment For Invoice - CS-00002,"301-003",----,----,----,BANK,PBB 687056,----,1.00000000,0.00,,2070.00,2070.00,PM,,33354,F,,1,0,,
67960,OR 210919,OR,2021-09-20,2021-09-20,2021-09-20,AGROPINA SDN. BHD.,Payment For Invoice - DN 2109-001,"301-003",----,----,----,BANK,PBB 697443,----,1.00000000,0.00,,1406.00,1406.00,PM,,33355,F,,,0,,
67962,OR 210920,OR,2021-09-20,2021-09-20,2021-09-20,INFINEON TECHNOLOGIES (MALAYSIA) SDN BHD,Payment For Invoice - IN2107-049,"301-003",MLK,CADEN HENG,----,BANK,"77007186",----,1.00000000,0.00,,5500.00,5500.00,PM,,33356,F,,,0,,
67964,OR 210921,OR,2021-09-20,2021-09-20,2021-09-20,INFINEON TECHNOLOGIES (KULIM) SDN. BHD.,Payment For Invoice - IN2103-134,"301-003",KULIM,CADEN HENG,----,BANK,"77007033",----,1.00000000,0.00,,1370.00,1370.00,PM,,33357,F,,,0,,
67966,PV 2108/096,PV,2021-08-20,2021-08-20,2021-08-20,"HOCK CHEONG TRANSPORT CO.,(1974) SDN.BHD.",Payment For Invoice - IFCSMKZ16922,"301-003",----,JASMIN,----,BANK,RHB 210820718735,----,1.00000000,0.00,,210.00,210.00,SP,,33359,F,,,0,,
67968,PV 2108/097,PV,2021-08-20,2021-08-20,2021-08-20,ABDUL HALIM BIN ZULKIFLI,,"301-003",----,----,----,BANK,RHB 210820702207,----,1.00000000,0.00,,271.25,271.25,,,33360,F,,,0,,
67971,PV 2108/098,PV,2021-08-23,2021-08-23,2021-08-23,HENG CHIN POH,,"301-003",----,----,----,BANK,RHB 210823776079,----,1.00000000,0.00,,5000.00,5000.00,,,33362,F,,1,0,,
67973,PV 2108/099,PV,2021-08-23,2021-08-23,2021-08-23,CHAN SOON KIM,,"301-003",----,----,----,BANK,RHB 210823775435,----,1.00000000,0.00,,200.00,200.00,,,33363,F,,,0,,
67975,PV 2108/100,PV,2021-08-23,2021-08-23,2021-08-23,CHAN SOON KIM,,"301-003",----,----,----,BANK,RHB 210823774409,----,1.00000000,0.00,,300.00,300.00,,,33364,F,,,0,,
67977,PV 2108/101,PV,2021-08-23,2021-08-23,2021-08-23,MUHAMMAD NURHALIM BIN ROSLY,,"301-003",----,----,----,BANK,RHB 210823774758,----,1.00000000,0.00,,300.00,300.00,,,33365,F,,,0,,
67979,PV 2108/102,PV,2021-08-23,2021-08-23,2021-08-23,TOO YONG THIN,,"301-003",----,----,----,BANK,RHB 210823774856,----,1.00000000,0.00,,500.00,500.00,,,33366,F,,,0,,
67981,PV 2108/103,PV,2021-08-25,2021-08-25,2021-08-25,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice - I-220821283036,"301-003",----,----,----,BANK,RHB 210825852558,----,1.00000000,0.00,,114.55,114.55,SP,,33367,F,,1,0,,
67983,PV 2108/104,PV,2021-08-26,2021-08-26,2021-08-26,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice - I-250821284705,"301-003",----,----,----,BANK,RHB 210826898719,----,1.00000000,0.00,,1180.90,1180.90,SP,,33368,F,,1,0,,
67985,PV 2108/105,PV,2021-08-26,2021-08-26,2021-08-26,HAWKYZ CLEANING SERVICES,,"301-003",----,----,----,BANK,RHB 210826899477,----,1.00000000,0.00,,130.00,130.00,,,33369,F,,,0,,
67987,PV 2108/106,PV,2021-08-27,2021-08-27,2021-08-27,BUBBLEFOAM PACKAGING,Payment For Invoice - JUN 2021,"301-003",MLK,----,----,BANK,RHB 210827943024,----,1.00000000,0.00,,432.00,432.00,SP,,33370,F,,,0,,
67989,PV 2108/107,PV,2021-08-27,2021-08-27,2021-08-27,DHL EXPRESS (MALAYSIA) SDN BHD,Payment For Invoice - D02747794,"301-003",----,----,----,BANK,RHB 210827950062,----,1.00000000,0.00,,122.60,122.60,SP,,33371,F,,,0,,
67991,PV 2108/108,PV,2021-08-27,2021-08-27,2021-08-27,ERA INT MARKETING,Payment For Invoice - INV-20880290,"301-003",PG,CADEN HENG,----,BANK,RHB 210827950276,----,1.00000000,0.00,,3100.00,3100.00,SP,,33372,F,,,0,,
67993,PV 2108/109,PV,2021-08-27,2021-08-27,2021-08-27,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice - 2-287-51091,"301-003",----,----,----,BANK,RHB 210827944031,----,1.00000000,0.00,,870.69,870.69,SP,,33373,F,,,0,,
67995,PV 2108/110,PV,2021-08-27,2021-08-27,2021-08-27,GD EXPRESS SDN BHD,Payment For Invoice - JUN 2021,"301-003",----,----,----,BANK,RHB 210827942877,----,1.00000000,0.00,,1585.25,1585.25,SP,,33375,F,,,0,,
67997,PV 2108/111,PV,2021-08-27,2021-08-27,2021-08-27,SYARIKAT BRILLIANT ELECTRONIC,Payment For Invoice - JUN 2021,"301-003",MLK,----,----,BANK,RHB 210827943859,----,1.00000000,0.00,,72.00,72.00,SP,,33376,F,,,0,,
67999,PV 2108/112,PV,2021-08-27,2021-08-27,2021-08-27,JIT SEN ELECTRONICS SDN.BHD,Payment For Invoice - MAY 2021,"301-003",MLK,CADEN HENG,----,BANK,RHB 210827943693,----,1.00000000,0.00,,472.50,472.50,SP,,33377,F,,,0,,
68001,PV 2108/113,PV,2021-08-27,2021-08-27,2021-08-27,ORNAPAPER INDUSTRY (M) SDN BHD,Payment For Invoice - JUL 2021,"301-003",MLK,CADEN HENG,----,BANK,RHB 210827944322,----,1.00000000,0.00,,689.70,689.70,SP,,33378,F,,,0,,
68003,PV 2108/114,PV,2021-08-27,2021-08-27,2021-08-27,UNITED PARCEL SERVICE (M) SDN BHD,Payment For Invoice - JUL 2021,"301-003",----,----,----,BANK,RHB 210827941076,----,1.00000000,0.00,,9762.12,9762.12,SP,,33379,F,,,0,,
68005,PV 2108/115,PV,2021-08-27,2021-08-27,2021-08-27,UNITED PARCEL SERVICE (M) SDN BHD,Payment For Invoice - AUG 2021(P),"301-003",----,----,----,BANK,RHB 210827941076,----,1.00000000,0.00,,5572.35,5572.35,SP,,33380,F,,,0,,
68007,PV 2108/116,PV,2021-08-27,2021-08-27,2021-08-27,ELEMENT14 SDN BHD,Payment For Invoice - JUN 2021,"301-003",----,CADEN HENG,----,BANK,RHB 210827941302,----,1.00000000,0.00,,7949.06,7949.06,SP,,33381,F,,,0,,
68009,PV 2108/117,PV,2021-08-27,2021-08-27,2021-08-27,HENG CHIN POH,,"301-003",----,----,----,BANK,RHB 210827944770,----,1.00000000,0.00,,2446.72,2446.72,,,33382,F,,1,0,,
68011,PV 2108/118,PV,2021-08-27,2021-08-27,2021-08-27,HENG CHIN POH,,"301-003",----,----,----,BANK,RHB 210827944770,----,1.00000000,0.00,,2210.80,2210.80,,,33383,F,,1,0,,
